indice do pais,país,ano,métrica,emissão estimada de CO2, notas, fonte
24,Angola,2019,Emissions per capita (Kilograms of carbon dioxide),0.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
24,Angola,2020,Emissions per capita (Kilograms of carbon dioxide),0.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
24,Angola,2021,Emissions per capita (Kilograms of carbon dioxide),0.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
660,Anguilla,2005,Emissions (thousand metric tons of carbon dioxide),112,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
660,Anguilla,2010,Emissions (thousand metric tons of carbon dioxide),132,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
660,Anguilla,2015,Emissions (thousand metric tons of carbon dioxide),140,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
660,Anguilla,2019,Emissions (thousand metric tons of carbon dioxide),147,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
660,Anguilla,2020,Emissions (thousand metric tons of carbon dioxide),139,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
660,Anguilla,2021,Emissions (thousand metric tons of carbon dioxide),143,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
660,Anguilla,2005,Emissions per capita (Kilograms of carbon dioxide),9.2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
660,Anguilla,2010,Emissions per capita (Kilograms of carbon dioxide),10.0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
660,Anguilla,2015,Emissions per capita (Kilograms of carbon dioxide),9.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
660,Anguilla,2019,Emissions per capita (Kilograms of carbon dioxide),9.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
660,Anguilla,2020,Emissions per capita (Kilograms of carbon dioxide),8.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
660,Anguilla,2021,Emissions per capita (Kilograms of carbon dioxide),9.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,1975,Emissions (thousand metric tons of carbon dioxide),719,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,1985,Emissions (thousand metric tons of carbon dioxide),254,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,2005,Emissions (thousand metric tons of carbon dioxide),490,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,2010,Emissions (thousand metric tons of carbon dioxide),558,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,2015,Emissions (thousand metric tons of carbon dioxide),589,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,2019,Emissions (thousand metric tons of carbon dioxide),650,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,2020,Emissions (thousand metric tons of carbon dioxide),628,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,2021,Emissions (thousand metric tons of carbon dioxide),646,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,1975,Emissions per capita (Kilograms of carbon dioxide),10.4,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,1985,Emissions per capita (Kilograms of carbon dioxide),3.9,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,2005,Emissions per capita (Kilograms of carbon dioxide),6.1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,2010,Emissions per capita (Kilograms of carbon dioxide),6.5,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,2015,Emissions per capita (Kilograms of carbon dioxide),6.6,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,2019,Emissions per capita (Kilograms of carbon dioxide),7.1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,2020,Emissions per capita (Kilograms of carbon dioxide),6.8,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,2021,Emissions per capita (Kilograms of carbon dioxide),6.9,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,1975,Emissions (thousand metric tons of carbon dioxide),89331,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,1985,Emissions (thousand metric tons of carbon dioxide),92152,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,2005,Emissions (thousand metric tons of carbon dioxide),151860,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,2010,Emissions (thousand metric tons of carbon dioxide),176479,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,2015,Emissions (thousand metric tons of carbon dioxide),184550,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,2019,Emissions (thousand metric tons of carbon dioxide),169807,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,2020,Emissions (thousand metric tons of carbon dioxide),157882,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,2021,Emissions (thousand metric tons of carbon dioxide),183131,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,1975,Emissions per capita (Kilograms of carbon dioxide),3.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,1985,Emissions per capita (Kilograms of carbon dioxide),3.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,2005,Emissions per capita (Kilograms of carbon dioxide),3.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,2010,Emissions per capita (Kilograms of carbon dioxide),4.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,2015,Emissions per capita (Kilograms of carbon dioxide),4.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,2019,Emissions per capita (Kilograms of carbon dioxide),3.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,2020,Emissions per capita (Kilograms of carbon dioxide),3.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,2021,Emissions per capita (Kilograms of carbon dioxide),4.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
51,Armenia,2005,Emissions (thousand metric tons of carbon dioxide),4137,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
51,Armenia,2010,Emissions (thousand metric tons of carbon dioxide),4057,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
51,Armenia,2015,Emissions (thousand metric tons of carbon dioxide),5360,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
51,Armenia,2019,Emissions (thousand metric tons of carbon dioxide),6083,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
51,Armenia,2020,Emissions (thousand metric tons of carbon dioxide),6527,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
51,Armenia,2021,Emissions (thousand metric tons of carbon dioxide),7078,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
51,Armenia,2005,Emissions per capita (Kilograms of carbon dioxide),1.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
51,Armenia,2010,Emissions per capita (Kilograms of carbon dioxide),1.4,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
51,Armenia,2015,Emissions per capita (Kilograms of carbon dioxide),1.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
51,Armenia,2019,Emissions per capita (Kilograms of carbon dioxide),2.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
51,Armenia,2020,Emissions per capita (Kilograms of carbon dioxide),2.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
51,Armenia,2021,Emissions per capita (Kilograms of carbon dioxide),2.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
533,Aruba,2005,Emissions (thousand metric tons of carbon dioxide),4293,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
533,Aruba,2010,Emissions (thousand metric tons of carbon dioxide),4088,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
533,Aruba,2015,Emissions (thousand metric tons of carbon dioxide),910,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
533,Aruba,2019,Emissions (thousand metric tons of carbon dioxide),843,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
533,Aruba,2020,Emissions (thousand metric tons of carbon dioxide),834,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
533,Aruba,2021,Emissions (thousand metric tons of carbon dioxide),874,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
533,Aruba,2005,Emissions per capita (Kilograms of carbon dioxide),45.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
